RELATÓRIO DE SERVIDORES IPTV - 19/01/2026 18:51
Baseado apenas nos arquivos da pasta: Listas-Downloaded
====================================================================================================
NOME DO ARQUIVO                                    | SERVIDOR BASE IDENTIFICADO
INVICTOS_SERVER_-__TESTE_COMPLETO_-_SMART_TVS_(..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-__TESTE_COMPLETO_COM_ADULTOS_[..  | http://sourceopbx.sbs:80
INVICTOS_SERVER_-__TESTE_COMPLETO_COM_ADULTOS_[..  | http://sourceopbx.sbs:80
Infrax_-__LUVEM_-_Teste_Completo_Com_Adultos_[1..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Com_Adultos_[1..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Sem_Adultos_[1..  | http://cloudsalex.space:80
Infrax_-__LUVEM_-_Teste_Completo_Sem_Adultos_[1..  | http://cloudsalex.space:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_CADULT..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_CADULT..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_sADULT..  | http://cdneshow.xyz:80
LIFE_UHD_-_ARES_PLAY_-_ARES_PLAY_TESTE_-_sADULT..  | http://cdneshow.xyz:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_CADULTOS_..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_CADULTOS_..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_sADULTOS_..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_CINEMAX_-__CINEMAX_TESTE_-_sADULTOS_..  | http://cdn.andromedaz.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_CAD..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_CAD..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_SAD..  | http://srv3.site:80
LIFE_UHD_-_GTA_PLAYER_-__GTA_PLAYER_TESTE_-_SAD..  | http://srv3.site:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_CADULTO..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_CADULTO..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_SADULTO..  | http://xui.brfontes.fun:80
LIFE_UHD_-_GreenTv_-_GREEN_PLAY_TESTE_-_SADULTO..  | http://xui.brfontes.fun:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_CADULTOS_[..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_CADULTOS_[..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_sADULTOS_[..  | http://wpm.dcnn.site:80
LIFE_UHD_-_RedPlay_-_RedPlay_TESTE_-_sADULTOS_[..  | http://wpm.dcnn.site:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_CADULTOS..  | http://cloudsalex.space:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_CADULTOS..  | http://cloudsalex.space:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_sADULTOS..  | http://cloudsalex.space:80
LIFE_UHD_-_TOPD+_-__TOPD+_PLAY_TESTE_-_sADULTOS..  | http://cloudsalex.space:80
